Unnamed: 0,번호,제목,저자,출판사,출판일
,76,An integrated primary health-care and provitamin A household food-production program: Impact on food-consumption patterns,"Faber, M.; Venter, S.; Phungula, M. A. S.; Benade, A. J. S.",UNITED NATIONS UNIVERSITY PRESS,2001
,77,FUNCTIONAL FOODS. Glanbia's launch of the everybody probiotic yoghurt marks the next generation in functional foods,unknown,TARA PUBLISHING CO LTD,2002
,78,Corrigendum to “Validation of a mass spectrometry-based method for milk traces detection in baked food” [Food Chem. 199 (2016) 119–127],"Lamberti, C.; Acquadro, E.; Corpillo, D.; Giribaldi, M.; Decastelli, L.; Garino, C.; Arlorio, M.; Ricciardi, C.; Cavallarin, L.; Giuffrida, M. G.","Elsevier Science B.V., Amsterdam.",2016
,79,Food‐based approach to cancer prevention,"Stoner, Gary D.",John Wiley & Sons Ltd,2020
,80,Food–drug interactions involving multiple mechanisms: A case study with effect of Capsaicin on the pharmacokinetics of Irinotecan and its main metabolites in rat,"Wang, Nanxi; Zhu, Chaoran; Zhang, Xinlin; Zhai, Xuejia; Lu, Yongning",ELSEVIER SCIENCE B.V.; AMSTERDAM,2018
,81,"Health Foods: A new study questions popular guidelines for whole grains, scientists develop healthier puffed rice and research finds that women rate the taste of healthier sounding products higher, regardless of their actual taste",unknown,AUSTRALIAN INSTITUTE OF FOOD SCIENCE & TECHNOLOGY,2013
,82,Consumer Storage Practices for Refrigerated Ready-to-Eat Foods: Results of a Web-enabled Survey,"Cates, S. C.; Kosa, K. M.; Karns, S. A.; Godwin, S.; Chambers, D.",International Association for Food Protection,2007
,83,Application of the theory of planned behavior to genetically modified foods: Moderating effects of food technology neophobia,"Kim, Y. G.; Jang, S. Y.; Kim, A. K.","Elsevier Science B.V., Amsterdam.",2014
,84,"BRI outlines the transformation from its beginnings as a small bread research institute over 50 years ago to a global leader in grain science. Wheat and bread have been joined by other grains, pulses and all key grain foods. A range of commercial services",unknown,FOOD AUSTRALIA,2002
,85,Measuring antioxidants in foods. The importance of using more than one antioxidant essay when Measuring antioxidant activity of food ingredients,"Skinner, M.",SLICE PUBLICATIONS LTD,2005
,86,Approach and avoidance motivation and interest in new foods: Introducing a measure of the motivation to eat new foods,"Nezlek, John B.; Forestell, Catherine A.; Cypryanska, Marzena","Elsevier Science B.V., Amsterdam.",2021
,87,FOOD-HANDLING PRACTICES OF IRISH BEEF CONSUMERS,"MAHON, D.; COWAN, C.; HENCHION, M.; FANNING, M.",FOOD AND NUTRITION PRESS INC,2006
,88,Mechanism of action of pulsed high electric field (PHEF) on the membranes of food-poisoning bacteria is an `all-or-nothing' effect,"Russell, N. J.;Colley, M.;Simpson, R. K.;Trivett, A. J.;Evans, R. I.",Elsevier,2000
,89,"Erratum to ""A review of microbial injury and recovery methods in food"" [Food Microbiol. 25 (2008) 735-744]","Wu, V. C.","Elsevier Science B.V., Amsterdam",2008
,90,SNACK FOODS: We profile some recent successful experiential marketing campaigns by leading food manufacturers,unknown,Reed Business,2013
,91,Around the functional food: Disposing disused stuff,"Murakami, A.",FOOD CHEMICALS NEWSPAPER INC,2010
,92,EU Obesity Research Explores Food-Gut-Brain Mechanisms,"Wagner, G.C.; Bird, S.P.; Mercer, J.G.",INSTITUTE OF FOOD TECHNOLOGISTS,2013
,93,Ready-to-Use Supplementary Foods and Ready-to-Use Therapeutic Foods: Developing Product Standards,"Schweitzer,  Cindy",UNITED NATIONS UNIVERSITY PRESS,2016
,94,The food safety risk of imported food: is Canada doing enough?,unknown,ROGERS MEDIA,2010
,95,Food-borne diseases: the invisible danger,"O Brien, J.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2001
,96,"Potential of food‐to‐food fortification with cowpea leaves and orange‐fleshed sweet potato, in combination with conventional fortification, to improve the cellular uptake of iron and zinc from ready‐to‐eat maize porridges","Kruger, Johanita",John Wiley & Sons Ltd,2020
,97,"Salivary endocannabinoids and N-acylethanolamines upon mastication of a semisolid food: implications in fat taste, appetite and food liking","Mennella, I.; DiMonaco, R.; Balazy, A.; Ferracane, R.; Miele, N.; Cavella, S.; Vitaglione, P.",Royal Society of Chemistry,2018
,98,Delivering Foods: Distribution Packaging,"Brody, A.L.",INSTITUTE OF FOOD TECHNOLOGISTS,2010
,99,On the National Menu Soul food soothes; going green gets easier; and kosher foods' popularity,unknown,DELTA COMMUNICATIONS INC,2008
,100,"The Future of Physiologically Beneficial Foods: Growth has slowed in certain segments of the global functional foods market, but opportunities remain. Globally, the largest sectors include dairy, baked, and cereal and beverages market segments",unknown,DELTA COMMUNICATIONS INC,2011
,1,"Getting The Best Of Cold Stores: As Asia rebounds from the global financial crisis, changes in disposable income and living habits have seen a higher demand on frozen foods. Mobile racking solutions for cold stores offer good economic returns for companies looking to step up their operations","Miles, B.G.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2013
,2,Putting `drink' into food: Alcohol as a food ingredient is becoming increasingly popular in today's competitive market,unknown,EXPOCONSULT PUBLISHERS,2006
,3,"The Future of Free-From Food: As the free-from market establishes its foothold in the Mainstream market, manufacturers are doing what it takes to add value to their products","O Leary, D.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2008
,4,One Step Forward: Consumer Reaction to Food-Safety Technologies,"Teisl, M. F.; Roe, B.; Mumma, G.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2007
,5,European Food-Labeling Policy: Successes and Limitations,"Bureau, J.-C.; Valceschini, E.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2003
,6,Consumer Reaction to Food-Safety Concerns: The Role of Supplier Behavior,"Saghaian, S.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2007
,7,"Research with Kids: An online discussion board shed light on teen attitudes toward foods. Observations, rationale and implications emerged for food manufactures",unknown,DELTA COMMUNICATIONS INC,2009
,8,PREPARED FOOD: Shelf-life evaluation of packed ready-to-eat cooked foods,"Coan, M.; Maifreni, M.; Pittia, P.; Rosa, M.D.",CHIRIOTTI EDITORI,2007
,9,Why Targeting Women is Key All important food marketing trends-from convenience to healthy eating to the desire for more ethnically diverse foods-are highly impacted by women's influence in the home,"Fels, J.; Klemenz, M.",DELTA COMMUNICATIONS INC,2003
,10,Mood foods: working mothers' receptiveness to food with stress-relief properties,"Gamble, J. C.; Bava, C. M.; Wohlers, M.",Emerald Group Publishing Limited,2010
,11,A Statistical Approach to Evaluating the Effectiveness of Hand-Cleansing Products Used in the Food-Processing Industry,"Paulson, D. S.",IAMFES INTER ASSN MILK FOOD ENVIR SANITARIANS,1996
,12,Colouring Foods: Going The Natural Way,"Foo, V.; Thiele, P.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2011
,13,"Stepping On The Bugs: The latest developments in the fight against Listeria, a food-borne bacteria known to commonly contaminate cold leftover meat and undercooked chicken","McBride, S.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2003
,14,Arla Foods: Arla Foods Adding Value,"Thogersen, A.M.",unknown,2013
,15,Biosensor and electronic nose: Complement of human perception towards food-quality,"Thakur, A.K.; Kingsly, A.R.P.",ASSOCIATION OF FOOD SCIENTISTS &amp; TECHNOLOGISTS,2007
,16,Reduced-sodium Strategy: An abbreviated version of PreparedFood.com's podcast entitled: ``A Strategy to Reduce Sodium in Processed Foods'' explores sodium content in foods,unknown,DELTA COMMUNICATIONS INC,2008
,17,Consumer Response to and Trust of Information about Food-Safety Events in the Chicken and Beef Markets in Kentucky,"Shepherd, J.; Saghaian, S.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2008
,18,An Institutional Framework for Meeting International Food-Safety Market Standards from a Developing-Country Perspective,"Gupta, K.B.; Saghaian, S.H.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2008
,19,Organic foods: Production and certification,"Yadav, B.S.; Yadav, R.B.; Debnath, C.",ASSOCIATION OF FOOD SCIENTISTS &amp; TECHNOLOGISTS,2007
,20,Sensory perception: How can food manufacturers use the sense of smell when formulating foods?,unknown,EXPOCONSULT PUBLISHERS,2009
,21,Coloring Dairy Foods: Color plays an important role in food product development,unknown,DELTA COMMUNICATIONS INC,2011
,22,"Putting the function into functional foods. Inulin is helping make functional foods a reality, says Bryan Tungland, technical director, Imperial Sensus",unknown,EXPOCONSULT PUBLISHERS,2001
,23,"Fair Food: Growing a Healthy, Sustainable Food System for All, by Oran B. Hesterman","Avery, William Alexander; Francis, Charles",Taylor and Francis,2013
,24,First Person Prepared Foods talks cheese trends with Sargento Foods' Corporate Executive Chef Glenda Murray,unknown,DELTA COMMUNICATIONS INC,2014
,25,BACTERIAL FOOD‐BORNE DISEASE: A MAJOR ISSUE FOR THE FOOD INDUSTRIES,Verner Wheelock,Uplands Press,1988
,26,"The answer's in the genes Testing may be costly, but more so the price of misdetection, as Kraft Foods/Taco Bell has found to its loss",unknown,AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2001
,27,Functional Food: Perception Vs Reality,"Romotsky, S.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2014
,28,Organic foods: Healthier way of living,"Maity, T.; Saxena, A.; Raju, P.S.; Bawa, A.S.",ASSOCIATION OF FOOD SCIENTISTS &amp; TECHNOLOGISTS,2010
,29,CHINA'S FOOD+BEVERAGE MARKET,"Brownlie, K.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2007
,30,"R&amp;D Applications Seminar: Answers for Dairy and Confectionery Applications In today's competitive marketplace, traditional foods and beverages often profit from providing a nutritional edge. Attendees of Prepared Foods' 2008 R&amp;D Seminar-EAST learned about available options",unknown,DELTA COMMUNICATIONS INC,2008
,31,"Good Food, Bad Food: Where Do Grains Land?",Joanne Slavin,American Association of Cereal Chemists.,2015
,32,Studies on traditional Indian foods-IV development and storage stability of green leafy vegetables based instant mixes,"Premavalli, K. S.; Madhura, C. V.; Kumar, M. A.",THE ALL INDIAN FOOD PRESERVERS ASSOCIATION,2005
,33,R&D Application Seminars: Protein Prepared Foods' R&D Seminars examine how foods beverages can be fortified to improve functional characteristics and meet consumers' ever-growing protein demands,unknown,DELTA COMMUNICATIONS INC,2015
,34,"Keep contaminants out of your dairy foods-test them to ensure safety. Also, a report from the March Food Safety Summit",unknown,DELTA COMMUNICATIONS INC,2008
,35,"Golden &amp; Crispy Sunny Zhang of Goodman Fielder Milling &amp; Baking New Zealand shows processors how to achieve the holy grail of microwaveable food: a crispy, golden crumb coating",unknown,AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2002
,36,Manipulation of pH value of thermally processed foods-Valuable tool in their processing &amp; preservation,"Rao, P. V. S. P.",THE ALL INDIAN FOOD PRESERVERS ASSOCIATION,2007
,37,"Reduced-sugar Foods The low-carb bubble may be in the process of bursting, but what does that hold for reduced-sugar foods?",unknown,DELTA COMMUNICATIONS INC,2005
,38,"Prepared Foods' R&amp;D Seminars Late in 2005, Prepared Foods hosted the first edition of Application Seminars, offering product developers an in-depth look at technical challenges facing the industry",unknown,DELTA COMMUNICATIONS INC,2006
,39,The effect of processing temperature on microbial safety and antioxidant activity of minimally processed ``raw food'',"Brožková,  I.; Červenka,  L.; Dvořáková,  V.; Michálková,  K.; Velichová,  H.",VUP FOOD RESEARCH INSTITUTE,2016
,40,The Right to Safe Food: A Short Path to the Roots of the International Legal Protection of Food Safety,"Arpaia,  Michele Mariano",Lexxlon,2017
,41,Relationships between mechanical properties and microstructure of porous foods: Part I. A review,"Huang, C. T.; Clayton, J. T.",Elsevier,1989
,42,Exploring food and eating patterns using food-maps,"Albon, D.",Emerald Group Publishing Limited,2007
,43,Ready-to-eat foods: Technological process and Indian perspective,"Singh, J.",ASSOCIATION OF FOOD SCIENTISTS &amp; TECHNOLOGISTS,2007
,44,Pectin based food-ink formulations for 3-D printing of customizable porous food simulants,"Vancauwenberghe, Valérie; Katalagarianakis, Louise; Wang, Zi; Meerts, Mathieu; Hertog, Maarten; Verboven, Pieter; Moldenaers, Paula; Hendrickx, Marc E.; Lammertyn, Jeroen; Nicolaï, Bart","Elsevier Science B.V., Amsterdam.",2017
,45,Crispy Food: New Technology at A/S Crispy Food International,"Jensen, N.V.",unknown,2008
,46,Organic Foods: The Nutritional Perspectives,"Rao, S. V.",ASSOCIATION OF FOOD SCIENTISTS & TECHNOLOGISTS,2004
,47,Heritage foods: Challenges and opportunities in the catering sector,"Bhat, R. V.",ASSOCIATION OF FOOD SCIENTISTS & TECHNOLOGISTS,2006
,48,Fast Food: Cost-effective Burgers,"Hoogenkamp, H. W.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2002
,49,Impact of food-borne pathogens in the 21st century with special emphasis on prospects for management by processing-for-safety,"Mossel, D. A. A.",Elsevier,1989
,50,SASNET - Fermented Foods: An initiative for meeting the challenges of poverty and hungry,"Nair, B. M.; Prajapati, J. B.; Varshneya, M. C.",ASSOCIATION OF FOOD SCIENTISTS & TECHNOLOGISTS,2006
,51,Predicting intentions to purchase organic food: the moderating effects of organic food prices,"Liang, Rong-Da",Emerald Group Publishing Limited,2016
,52,Waterless (Towelette) Emergency Sanitation System for Food-Serving Utensils and Equipment,"Powers, E. M.",IAMFES INTER ASSN MILK FOOD ENVIR SANITARIANS,1995
,53,"CIMMYT Series on Carbohydrates, Wheat, Grains, and Health: Wheat-Based Foods: Their Global and Regional Importance in the Food Supply, Nutrition, and Health",Roberto J. Peña-Bautista; Nayeli Hernandez-Espinosa; Julie M. Jones; Carlos Guzmán; Hans J. Braun,American Association of Cereal Chemists.,2017
,54,Asian Foods: Sweet `n Savoury,"Zhang, S.",AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2002
,55,"""Role of WTO in Development of Global Trade in Processed Foods""","Mathur, H.",THE ALL INDIAN FOOD PRESERVERS ASSOCIATION,2006
,56,focus: Heritage Foods: Challenges and opportunities,"Parpia, H. A. B.",ASSOCIATION OF FOOD SCIENTISTS & TECHNOLOGISTS,2006
,57,R&amp;D Applications Seminar: Texturing Ingredients Texture is a pillar of successful food and beverage products. Attendees of Prepared Foods' R&amp;D Applications Seminars heard formulation advice about working with ingredients that impact texture,unknown,DELTA COMMUNICATIONS INC,2011
,58,Functional Foods: Taste Masking,unknown,AP FOOD INDUSTRY PUBLICATIONS PTE LTD,2007
,59,Evaluating the Impact of an Electronic Food-Marketing Network,"Zapata, S.; Lamie, R.D.; Carpio, C.E.; Isengildina-Massa, O.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2010
,60,Control of enzymatic browning in food: effects of some substances and their mechanism of action,"Pitotti, A.; Nicoli, M. C.; Sensidoni, A.; Lerici, C. R.",Elsevier,1989
,61,Determinants of Foreign Direct Investment in Food-Processing Industry: A Comparative Analysis of Developed and Developing Economies,"Makki, S. S.; Somwaru, A.; Bolling, C.",FDRS FOOD DISTRIBUTION RESEARCH SOCIETY,2004
,62,Prevention of Food-borne Illness,00,IAMFES INTER ASSN MILK FOOD ENVIR SANITARIANS,1995
,63,Listeria monocytogenes and Food: The U. K. Approach,"Roberts, D.",IAMFES INTER ASSN MILK FOOD ENVIR SANITARIANS,1994
,64,Modelling the airborne dispersion of microbial contamination in high-care food-preparation areas,"Harral, B. B.; Brown, K. L.",Sheffield Academic Press,1997
,65,Air Quality in the Food-Processing Environment: A Cleanable HEPA Filtration System,"Hampson, B. C.",IAMFES INTER ASSN MILK FOOD ENVIR SANITARIANS,1995
